"no_emp","birth_date","first_name","last_name","gender","hire_date","job_title"
226837,"1952-11-21","Maik","Hopewell","F","1998-10-29","Assistant Engineer"
226869,"1961-03-25","Stamatina","Plavsic","M","1999-02-25","Staff"
226892,"1962-07-31","Jianhui","Erev","F","1998-04-09","Technique Leader"
226923,"1957-12-15","Zengping","Rubsam","M","1998-11-25","Staff"
226961,"1963-02-16","Mabry","Roohalamini","M","1998-09-18","Staff"
227041,"1956-10-30","Odoardo","Naudin","F","1998-12-23","Staff"
227158,"1960-06-22","Gift","Bennet","M","1998-12-04","Engineer"
227214,"1955-10-03","Tomokazu","Pesch","M","1998-02-23","Staff"
227222,"1952-03-25","Badri","Honglei","M","1998-02-28","Staff"
227284,"1963-06-03","Dulce","Fujisawa","F","1998-04-04","Staff"
227330,"1953-08-11","Seshu","Gecsei","M","1998-02-01","Engineer"
227374,"1963-05-29","Rayond","Tanemo","M","1998-09-25","Engineer"
227544,"1954-11-17","Shahab","Demeyer","M","2000-01-08","Senior Staff"
227645,"1956-01-11","Boguslaw","Verhoeff","F","1999-01-12","Engineer"
227692,"1960-10-02","Zhiguo","Mahnke","M","1999-04-29","Assistant Engineer"
227899,"1965-01-23","Garnik","Luce","F","1998-09-15","Staff"
227931,"1959-03-30","Jeong","Casley","F","1998-03-11","Engineer"
227954,"1960-09-11","Luise","Wynblatt","F","1999-05-30","Senior Staff"
228030,"1953-02-09","Jixiang","Clouatre","M","1998-01-25","Staff"
228031,"1962-01-14","Khaled","Radhakrishnan","F","1998-11-19","Engineer"
228179,"1961-12-12","Chaosheng","Heinisuo","F","1998-01-21","Assistant Engineer"
228190,"1953-12-11","Zvonko","Kalsbeek","F","1999-02-24","Staff"
228226,"1957-04-26","Akemi","Carrera","M","1999-09-30","Staff"
228236,"1954-05-04","Oguz","Kolvik","M","1998-08-24","Engineer"
228282,"1952-05-19","Filipp","Rijsenbrij","F","1998-03-22","Staff"
228344,"1963-05-18","Heekeun","Swab","M","1999-03-25","Engineer"
228469,"1962-10-30","Bernice","Schwaller","F","1998-02-01","Engineer"
228498,"1956-07-25","Aamod","Neiman","F","1998-11-13","Staff"
228543,"1953-08-28","Val","Uchoa","F","1999-12-04","Senior Engineer"
228602,"1953-04-16","Domenick","Gihr","M","1999-06-02","Staff"
228656,"1956-10-17","Weicheng","Parhami","F","1998-06-08","Engineer"
228688,"1958-08-03","Zhaofang","Marshall","M","1998-05-16","Staff"
228710,"1963-10-10","Premal","Krogh","F","1999-01-09","Senior Staff"
228722,"1962-11-21","Ung","Simmen","F","1998-01-10","Technique Leader"
228724,"1957-08-13","Mitsuyuki","Deverell","M","1998-06-22","Staff"
228732,"1962-05-17","Geoffry","Pouyioutas","M","1998-08-01","Staff"
228745,"1952-05-26","Masami","Broder","M","1998-08-30","Staff"
228776,"1959-12-20","Przemyslawa","Pintelas","M","1998-04-18","Staff"
228926,"1956-05-15","Masaru","Ramras","F","1998-02-21","Engineer"
228934,"1960-04-12","Shaunak","Nishimukai","M","1998-01-21","Senior Staff"
228942,"1953-04-11","Jacqueline","Valtorta","M","1999-04-27","Senior Engineer"
228975,"1955-03-11","Reinhard","Kobara","F","1998-04-29","Engineer"
229044,"1952-06-23","Theron","Cappello","F","1998-04-19","Staff"
229189,"1954-06-02","Aron","Bojadziev","M","1998-04-06","Engineer"
229222,"1960-09-22","Constantino","Lamba","M","1998-03-08","Engineer"
229256,"1954-02-03","Surveyors","Luan","F","1998-09-17","Assistant Engineer"
229274,"1960-07-06","Geoff","Fordan","M","1998-07-30","Assistant Engineer"
229279,"1963-08-03","Toong","Cannata","M","1998-05-08","Staff"
229384,"1954-05-18","Lidong","Strandh","F","1998-07-23","Staff"
229393,"1958-07-30","Heeju","Lindqvist","M","1998-07-10","Engineer"
229411,"1963-07-12","Mrinalini","Birke","M","1998-10-02","Engineer"
229474,"1959-05-28","Stepehn","Xiaoshan","M","1998-11-08","Engineer"
229558,"1953-12-31","Mohamadou","Miculan","F","1998-05-25","Engineer"
229597,"1963-01-13","Mircea","Stille","M","1998-08-16","Engineer"
229703,"1958-03-22","Marjo","Seghrouchni","M","1998-08-27","Staff"
229718,"1964-04-15","Yannis","Chleq","F","1999-01-16","Senior Staff"
229868,"1960-10-29","Mountaz","Farris","F","1999-04-28","Engineer"
229889,"1962-05-04","Sakthirel","Pell","F","1998-09-27","Engineer"
229916,"1962-07-22","Hilary","DuBourdieux","M","1998-10-18","Engineer"
229918,"1960-10-30","Petter","Hegner","F","1999-07-04","Staff"
229956,"1958-10-28","Mariangiola","Sadowsky","M","1999-02-01","Senior Engineer"
230036,"1958-09-05","Guadalupe","Mersereau","F","1998-07-18","Staff"
230078,"1952-06-14","Aimee","Acton","F","1998-01-05","Senior Engineer"
230184,"1954-09-16","Angel","Spell","F","1998-10-22","Engineer"
230186,"1964-09-26","Nechama","Milicia","M","1998-06-06","Senior Staff"
230225,"1953-05-05","Marsha","Horswill","F","1998-12-28","Staff"
230425,"1957-04-13","Faiza","Kroft","F","1998-08-18","Engineer"
230439,"1954-08-20","Kwangho","Aumann","F","1998-07-25","Senior Engineer"
230457,"1963-01-26","Hongzue","Figueira","M","1999-09-30","Engineer"
230516,"1960-05-29","Constantijn","Koshino","F","1998-07-12","Assistant Engineer"
230573,"1956-01-19","Panayotis","Nollmann","M","1998-02-07","Engineer"
230589,"1963-02-18","Shigehiro","Kowalchuk","F","1998-02-01","Engineer"
230653,"1953-06-06","Niclas","Ibel","F","1999-04-16","Assistant Engineer"
230773,"1956-06-20","Fumiyo","Demir","M","1998-01-26","Staff"
230818,"1956-05-07","Rosita","Yamaashi","M","1998-01-12","Engineer"
230890,"1953-03-07","Oldrich","Schmiedel","M","1999-06-05","Engineer"
230891,"1956-11-08","Kazuhiro","Camarinopoulos","F","1999-01-24","Senior Staff"
230911,"1954-04-30","Yongmin","Haldar","M","1998-07-20","Staff"
230980,"1953-10-27","Vidya","VanScheik","M","1998-12-25","Engineer"
231054,"1961-09-29","Dayanand","Gyimothy","F","1999-05-21","Engineer"
231090,"1955-01-07","Marc","Selvestrel","F","1998-09-24","Senior Engineer"
231091,"1959-02-16","Samphel","Calkin","F","1998-05-27","Assistant Engineer"
231112,"1960-08-28","Aloys","Doering","M","1998-10-06","Engineer"
231119,"1961-11-27","Zhaofang","Peltason","M","1998-10-06","Engineer"
231143,"1955-02-07","Zhensheng","Comyn","M","1998-04-30","Engineer"
231145,"1963-06-28","Mahendra","DuCasse","F","1999-01-14","Staff"
231164,"1959-01-19","Lunjin","Kalloufi","F","1998-02-15","Senior Staff"
231172,"1962-01-26","Berthier","Berstel","F","1999-06-09","Staff"
231245,"1955-07-13","Arto","Pezzoli","M","1998-12-10","Staff"
231260,"1958-05-24","Kokou","Slobodova","M","1999-04-05","Technique Leader"
231286,"1958-09-14","Gladys","Parveen","F","1998-05-09","Assistant Engineer"
231287,"1953-05-04","Shalesh","Ghazalie","M","1998-08-09","Engineer"
231345,"1953-11-09","Kagan","Asrin","M","1998-07-02","Staff"
231387,"1964-07-29","Ronghao","Bernatsky","F","1998-01-20","Engineer"
231466,"1956-01-21","Neven","Fandrianto","F","1998-06-02","Technique Leader"
231488,"1953-11-14","Garnik","Bage","M","1999-01-13","Staff"
231489,"1962-06-13","Unal","Zielinski","F","1998-01-08","Engineer"
231556,"1964-07-12","Magdalena","Turnbull","F","1999-11-07","Staff"
231573,"1960-08-29","Gal","Casperson","M","1998-04-10","Staff"
231599,"1959-11-17","Hironobu","Rothenberg","F","1998-10-13","Staff"
231721,"1960-06-05","Billur","Landherr","M","1998-07-25","Staff"
231810,"1959-06-24","Leandro","Kamble","M","1998-05-21","Staff"
231900,"1956-01-07","Rosli","Demir","M","1998-07-02","Senior Staff"
232012,"1954-12-24","Yefim","Veldwijk","M","1999-04-02","Staff"
232065,"1954-07-22","Berto","Kohling","M","1998-12-17","Staff"
232079,"1958-03-13","Geoffrey","Geffroy","M","1998-01-03","Staff"
232084,"1957-01-08","Gunilla","Larfeldt","M","1999-03-14","Engineer"
232185,"1952-09-19","Lillian","Mandelberg","F","1998-06-17","Engineer"
232224,"1960-05-29","Feiyu","Willoner","M","1998-05-23","Engineer"
232350,"1955-12-08","Subir","Lammel","F","1998-01-26","Engineer"
232364,"1958-12-28","Hauke","Vuskovic","F","1999-04-18","Staff"
232535,"1964-05-09","Aimee","Rullman","F","1998-12-20","Senior Staff"
232576,"1962-05-31","Erez","Minakawa","M","1998-07-09","Senior Staff"
232705,"1960-08-04","Keiichiro","Erez","M","1998-10-25","Assistant Engineer"
232774,"1957-04-22","Sailaja","Attimonelli","F","1998-11-26","Engineer"
232797,"1964-09-29","Turgut","Rotem","M","1999-02-13","Assistant Engineer"
233034,"1954-09-14","Kiyotoshi","Bondorf","F","1998-01-27","Engineer"
233095,"1954-10-03","Qingxiang","Rullman","F","1999-03-28","Engineer"
233105,"1961-12-13","Gaetan","Alvarado","F","1998-10-25","Assistant Engineer"
233273,"1954-01-14","Nectarios","Lammel","F","1999-02-05","Senior Engineer"
233282,"1955-06-15","Martijn","Wossner","M","1998-11-26","Staff"
233299,"1953-12-21","Odysseas","Casley","M","1999-03-16","Engineer"
233304,"1962-06-20","Saddek","Sudbeck","M","1998-01-24","Staff"
233317,"1956-10-03","Tristan","Gunderson","F","1999-04-26","Engineer"
233359,"1955-09-06","Shaowen","Magalhaes","F","1998-06-07","Engineer"
233372,"1961-10-27","Satyanarayana","Muhlberg","M","1998-04-19","Engineer"
233393,"1960-01-25","Reuven","Choobineh","M","1998-08-08","Staff"
233457,"1957-08-30","Valeri","Ciolek","M","1998-07-03","Engineer"
233558,"1961-08-24","Weiwu","Gente","M","1998-10-13","Engineer"
233620,"1953-11-19","Hercules","Luders","F","1998-12-07","Engineer"
233697,"1958-02-02","Prasadram","Mawatari","F","1999-07-25","Senior Staff"
233839,"1961-10-31","Valter","Beausoleil","F","1998-06-28","Engineer"
233865,"1955-12-11","Yefim","Mundy","F","1998-05-03","Staff"
233903,"1952-02-27","Idoia","Rosch","M","1998-02-10","Engineer"
233999,"1952-12-06","Felicidad","Levergood","F","1998-09-25","Engineer"
234058,"1952-08-27","Valter","Tiemann","M","1998-11-06","Assistant Engineer"
234061,"1957-08-09","Billie","Magalhaes","M","1998-06-15","Senior Engineer"
234111,"1961-01-19","Candida","Matheson","M","1998-04-15","Staff"
234123,"1959-02-07","Pintsang","Ratzlaff","M","1998-08-06","Staff"
234209,"1955-03-08","KayLiang","Heydon","F","1998-08-25","Assistant Engineer"
234470,"1964-05-01","Christ","Yoshimura","F","1998-02-28","Engineer"
234637,"1956-11-13","Zijian","Leonhardt","F","1998-09-19","Engineer"
234696,"1957-03-16","Maik","Schmittgen","M","1998-05-03","Engineer"
234705,"1959-07-17","Khun","Rahier","M","1998-02-24","Senior Staff"
234749,"1960-10-30","Salvador","Maksimenko","M","1998-06-13","Engineer"
234773,"1955-08-29","Zeydy","Norsworthy","M","1999-06-17","Senior Engineer"
234824,"1956-05-30","Masako","Ertl","M","1998-05-13","Staff"
235087,"1957-08-03","Moie","Bellone","F","1998-03-20","Staff"
235251,"1956-01-05","Halsur","Rosis","M","1999-05-22","Senior Staff"
235258,"1961-04-28","Shietung","Acton","M","1999-03-26","Senior Staff"
235312,"1964-08-21","Lene","Salverda","M","1998-04-23","Technique Leader"
235342,"1955-03-29","Kazuhira","DasSarma","M","1998-07-23","Engineer"
235477,"1958-11-16","Ger","Farrar","F","1998-05-16","Technique Leader"
235612,"1962-03-27","Bojan","Pesch","M","1998-01-27","Engineer"
235632,"1961-10-29","Chenxi","Koshino","M","1998-04-30","Assistant Engineer"
235795,"1952-07-22","Xinyu","Streit","M","1998-02-12","Staff"
235988,"1952-09-21","Masadi","Nyanchama","F","1998-07-03","Staff"
236001,"1964-11-17","Zdislav","Hmelo","M","1998-03-02","Assistant Engineer"
236028,"1959-08-29","Ramzi","Veeraraghavan","M","1998-07-22","Staff"
236128,"1957-03-08","Tadahiko","Mullainathan","F","1998-02-17","Staff"
236214,"1961-10-06","Aron","Tomescu","M","1998-04-30","Engineer"
236291,"1954-05-08","Lenore","Mondadori","M","1998-11-09","Engineer"
236302,"1964-02-05","Weiru","Hempstead","M","1998-05-07","Senior Staff"
236306,"1957-12-05","Yunming","Rajala","M","1998-08-22","Senior Engineer"
236376,"1957-05-04","Gennadi","Azevdeo","M","1998-01-30","Engineer"
236390,"1963-10-26","Abdelaziz","Trachtenberg","M","1999-11-17","Assistant Engineer"
236493,"1964-09-03","Yuping","Nitsch","F","1999-04-13","Staff"
236583,"1964-12-28","Jordanka","Malabarba","F","1998-09-21","Staff"
236704,"1956-05-14","Kousuke","Brandsma","F","1998-11-03","Engineer"
236723,"1960-04-30","Berna","Bellone","F","1998-11-07","Staff"
236967,"1962-06-05","Maren","Rahier","M","1998-01-02","Staff"
237003,"1954-12-02","Masaru","Kropp","M","1998-03-26","Senior Staff"
237020,"1959-06-10","Leah","Legleitner","F","1998-06-09","Assistant Engineer"
237051,"1954-10-07","Chenyi","Itschner","F","1998-09-19","Technique Leader"
237062,"1957-06-27","Mads","Asser","F","1998-07-14","Staff"
237063,"1957-11-18","Bouchung","Curless","M","1998-08-29","Engineer"
237067,"1964-07-27","Lakshmi","Dulin","M","1998-10-03","Staff"
237173,"1964-09-11","Christoph","Portugali","M","1998-06-19","Staff"
237177,"1958-10-10","Hailing","Baar","F","1998-04-29","Staff"
237199,"1958-03-28","Subir","Chinen","F","1998-08-21","Staff"
237223,"1964-01-07","Ashish","Wegerle","F","1998-05-16","Senior Staff"
237289,"1965-01-24","Brendon","Fritzsche","M","1998-01-19","Staff"
237329,"1963-09-12","Gad","Gien","F","1999-11-08","Staff"
237336,"1958-05-07","Isamu","Mukaidono","M","1998-12-18","Senior Staff"
237360,"1956-07-10","Jianhui","Denti","M","1998-04-23","Staff"
237362,"1955-06-04","Monique","Simkin","F","1998-01-02","Senior Staff"
237405,"1963-06-25","Hiroyasu","Rosin","M","1998-01-25","Assistant Engineer"
237432,"1959-05-22","Kazuhide","Keohane","M","1998-07-22","Senior Engineer"
237515,"1952-03-19","Mabry","Colorni","M","1998-02-15","Staff"
237543,"1962-12-08","Jaihie","Demizu","F","1998-01-11","Staff"
237582,"1956-02-08","Sigeru","Poulakidas","M","1998-06-25","Staff"
237595,"1959-02-09","Satosi","Segond","F","1998-01-26","Staff"
237612,"1964-08-27","Zhonghua","Spieker","F","1998-06-02","Assistant Engineer"
237698,"1964-04-09","Tuval","Gustavson","M","1998-11-19","Senior Staff"
237849,"1954-08-31","Sariel","Besancenot","M","1998-12-23","Staff"
237967,"1964-12-14","Menkae","Rabejac","M","1999-01-10","Engineer"
238193,"1961-08-01","Boaz","Kowalchuk","M","1999-04-10","Engineer"
238215,"1962-07-16","Adib","Thisen","M","1998-12-17","Engineer"
238243,"1960-04-23","Remmert","Chinin","M","1998-10-29","Senior Staff"
238334,"1953-04-12","Arif","Mahmud","F","1998-04-05","Staff"
238412,"1952-11-22","Chriss","Rehfuss","F","1998-03-21","Engineer"
238415,"1954-12-20","Insup","England","F","1998-03-04","Engineer"
238416,"1961-11-29","Reinhold","Alvarado","F","1998-01-27","Staff"
238437,"1958-03-04","Rimli","Bodoff","M","1998-08-18","Staff"
238461,"1957-09-26","Kasturi","Kading","M","1998-10-21","Engineer"
238478,"1960-04-09","Lidong","Tsukuda","F","1998-05-22","Staff"
238555,"1963-02-09","Berna","Maksimenko","F","1998-01-13","Staff"
238558,"1952-07-26","Yolla","Siochi","M","1999-02-22","Senior Staff"
238564,"1956-06-08","Xinglin","Awdeh","F","1998-06-24","Engineer"
238568,"1964-04-23","Junichi","Ozeri","M","1998-07-24","Engineer"
238598,"1954-08-30","Takahito","Paludetto","F","1998-07-26","Senior Engineer"
238654,"1958-01-26","Panayotis","Ramaiah","M","1999-05-15","Technique Leader"
238745,"1953-02-14","Takahira","Merel","M","1998-05-10","Engineer"
238778,"1964-06-05","Caolyn","Beidas","M","1998-10-21","Senior Staff"
238795,"1960-05-25","Susanna","Compeau","M","1998-10-01","Staff"
238824,"1960-08-25","Hitofumi","Farris","F","1998-12-01","Assistant Engineer"
238877,"1960-09-08","Patricia","Wallrath","M","1998-07-27","Engineer"
238914,"1962-05-26","Jordanka","Felcyn","M","1998-08-27","Engineer"
238958,"1959-04-16","Shahid","Cardazo","M","1998-02-25","Engineer"
238970,"1962-12-17","Marco","Schrift","M","1998-05-20","Staff"
238989,"1961-01-31","Matk","Kropatsch","M","1999-01-25","Senior Staff"
239041,"1956-06-23","Sudharsan","Stellhorn","F","1998-04-20","Engineer"
239127,"1952-09-06","Uinam","Nishimukai","M","1999-05-14","Staff"
239252,"1959-03-20","Morrie","Conia","M","1998-11-05","Technique Leader"
239253,"1954-09-13","Shigeaki","Majewski","F","1999-01-26","Staff"
239279,"1964-08-14","Anestis","Isard","F","1998-09-25","Staff"
239284,"1952-05-27","Krister","Rothe","M","1998-09-02","Senior Staff"
239390,"1961-03-20","Kwangsub","Plesums","M","1999-10-02","Engineer"
239412,"1952-07-03","Rildo","Matzen","F","1998-05-26","Senior Engineer"
239510,"1959-07-11","Udaiprakash","Sidje","F","1998-10-05","Senior Staff"
239511,"1962-05-13","Collette","Dahlbom","F","1998-09-10","Engineer"
239929,"1955-09-25","Uli","Thiran","M","1999-12-02","Engineer"
239976,"1953-12-19","Heping","Hutter","M","1998-03-03","Senior Staff"
239987,"1959-11-12","Anwar","Nations","F","1998-03-30","Staff"
240151,"1961-01-27","Cordelia","Hegner","F","1998-05-05","Engineer"
240165,"1964-06-10","Zhaofang","Munck","F","1998-07-07","Staff"
240172,"1963-11-27","Tokuyasu","Lichtner","F","1998-03-19","Staff"
240269,"1954-12-08","Breannda","Conte","F","1998-01-21","Senior Staff"
240349,"1963-06-11","Maja","Greenaway","M","1998-01-07","Senior Staff"
240372,"1958-04-24","Petter","Ramsey","F","1999-02-18","Engineer"
240374,"1958-05-31","Yakichi","Wegerle","M","1999-05-06","Engineer"
240430,"1958-02-20","Xiong","Lukaszewicz","F","1998-11-08","Engineer"
240432,"1960-09-28","Kwangjo","Maierhofer","M","1998-06-28","Staff"
240465,"1952-03-07","Adly","Axelband","M","1998-09-03","Engineer"
240516,"1956-05-31","Shichao","Yetto","M","1998-09-09","Staff"
240537,"1954-07-18","Weiyi","Katalagarianos","M","1998-05-29","Technique Leader"
240538,"1960-08-18","Aris","Wilharm","F","1998-09-30","Engineer"
240549,"1954-12-18","Gudjon","Puppo","M","1998-02-03","Engineer"
240569,"1953-05-03","Edwin","Salinas","M","1998-09-03","Staff"
240585,"1961-10-23","Shan","Riesenhuber","M","1999-06-17","Staff"
240804,"1962-09-13","Roddy","Alencar","M","1999-03-22","Staff"
240832,"1960-12-15","Arumugam","Bahl","F","1999-06-06","Engineer"
240860,"1955-09-01","Kwangho","Hooghiemstra","M","1998-03-18","Staff"
240864,"1957-12-17","Vishv","Melter","F","1998-06-06","Staff"
240888,"1957-02-10","Shih","Michaels","M","1999-07-05","Staff"
240905,"1956-08-23","Howell","Asmuth","F","1998-03-02","Engineer"
240913,"1961-04-17","Mohammed","Orlowski","M","1999-05-30","Engineer"
240959,"1964-12-26","Genta","Valiente","M","1998-05-17","Engineer"
241042,"1964-07-07","Kerhong","Zastre","M","1999-02-17","Staff"
241060,"1960-08-26","Sachar","Antonakopoulos","M","1998-01-28","Engineer"
241074,"1963-02-11","Atreye","Tomescu","M","1999-03-05","Staff"
241086,"1954-01-27","Sachem","Rebaine","M","1999-04-21","Staff"
241203,"1961-04-13","Marke","Tasistro","M","1998-05-12","Engineer"
241220,"1958-01-14","DAIDA","Dulin","M","1998-12-05","Engineer"
241356,"1960-06-17","Emdad","Kamber","F","1998-08-20","Engineer"
241379,"1955-06-09","Takanari","Miyakawa","M","1999-02-02","Staff"
241446,"1953-07-30","Niranjan","Covnot","M","1998-05-13","Engineer"
241509,"1952-07-26","Yucel","Kamble","M","1999-01-12","Senior Engineer"
241520,"1960-12-08","Aiichiro","Gubsky","F","1998-03-24","Assistant Engineer"
241610,"1960-03-22","Divine","Falby","M","1999-03-05","Staff"
241726,"1953-08-04","Xuejun","Baak","M","1999-04-09","Engineer"
241732,"1956-05-12","Adel","Debuse","M","1998-06-27","Engineer"
241814,"1954-03-24","Danai","Perfilyeva","F","1998-05-04","Staff"
241837,"1952-09-26","Berni","Jansch","F","1999-11-02","Senior Staff"
241865,"1956-02-24","Shahab","Hedayat","F","1998-03-21","Engineer"
241905,"1964-11-22","Alagu","Zuberek","M","1998-12-16","Engineer"
241911,"1957-06-23","Kwangjo","Cronau","M","1998-02-27","Engineer"
242070,"1958-10-05","Luigi","Peot","M","1998-01-25","Engineer"
242080,"1963-12-19","Avishai","Paciorek","F","1998-02-06","Engineer"
242172,"1960-12-28","Munehiko","Wolniewicz","M","1998-12-12","Staff"
242175,"1962-11-10","Sajjan","Marsiglia","F","1998-11-12","Staff"
242224,"1952-06-28","Hatsukazu","Stroustrup","M","1998-07-16","Engineer"
242288,"1955-09-07","Rayond","Burnard","F","1999-01-12","Senior Engineer"
242359,"1959-07-19","Narain","Naumovich","F","1998-01-29","Senior Engineer"
242381,"1952-05-14","Garnik","Kolvik","F","1999-12-30","Engineer"
242443,"1961-04-15","Denis","Fioravanti","M","1999-01-26","Staff"
242523,"1954-05-13","Behnaam","Rande","M","1998-06-25","Staff"
242696,"1958-08-07","Tsuneo","Mukaidono","M","1998-02-18","Senior Engineer"
242728,"1952-06-01","Hatim","Thambidurai","F","1998-03-18","Engineer"
242763,"1957-03-28","Leandro","Milicia","F","1998-01-19","Engineer"
242784,"1955-06-05","Aloys","Wallrath","F","1998-01-21","Technique Leader"
242825,"1963-11-21","Rosine","Boudaillier","M","1998-12-06","Senior Staff"
242828,"1964-07-22","Itzchak","Zongker","M","1999-01-28","Senior Engineer"
242840,"1961-09-04","Dulce","Demir","F","1998-02-01","Technique Leader"
242930,"1958-01-10","Tomoyuki","Attimonelli","M","1998-06-05","Engineer"
242943,"1958-08-28","Kristin","Lenart","F","1998-01-29","Staff"
242976,"1959-10-22","Gill","Lieberherr","M","1998-08-29","Engineer"
243061,"1957-03-13","Mohan","Copas","F","1998-11-04","Engineer"
243240,"1953-12-15","Bilhanan","Pietrzykowski","F","1998-11-07","Staff"
243274,"1954-10-11","Chaosheng","Menhoudj","M","1999-03-04","Senior Engineer"
243317,"1955-08-13","Zvonko","Parfitt","M","1998-03-11","Engineer"
243334,"1957-02-05","Xiaoheng","Tsukuda","M","1998-08-16","Staff"
243376,"1961-05-18","Kristina","Krider","M","1998-05-08","Staff"
243418,"1957-11-12","Sreekrishna","Kaiser","F","1998-02-08","Staff"
243445,"1953-10-25","Filipe","Menhardt","M","1998-04-10","Engineer"
243466,"1957-01-12","Jahangir","Meszaros","M","1999-04-18","Senior Engineer"
243528,"1958-03-09","Elzbieta","Bahl","M","1999-02-18","Senior Engineer"
243587,"1959-12-09","Soenke","Driscoll","F","1998-11-09","Senior Engineer"
243609,"1962-11-13","Lunjin","Bratten","F","1998-06-22","Engineer"
243625,"1953-01-20","Luerbio","Dalton","M","1998-11-06","Engineer"
243681,"1960-10-12","Remco","Honglei","F","1998-04-25","Staff"
243702,"1961-10-04","Munehiro","Luke","F","1999-12-24","Assistant Engineer"
243857,"1962-08-13","Kazuhira","Leijenhorst","M","1998-07-19","Staff"
243864,"1964-11-03","Mara","Szmurlo","M","1999-02-13","Engineer"
243893,"1960-05-25","Hsiangchu","Swan","F","1998-10-02","Technique Leader"
243951,"1963-04-09","Ingmar","Heinisuo","M","1999-06-07","Engineer"
243971,"1963-12-22","Denny","Zhang","F","1998-05-10","Staff"
244001,"1960-06-06","Munehiro","Erva","M","1998-09-02","Staff"
244090,"1955-08-05","Sreekrishna","Bain","M","1998-07-28","Senior Engineer"
244145,"1954-03-31","Kwangyoen","Talmon","M","1998-02-06","Engineer"
244236,"1955-04-27","Reinhard","Weisert","M","1998-11-09","Staff"
244240,"1961-09-04","Boguslaw","Arlazarov","F","1998-04-30","Engineer"
244256,"1960-02-17","Jouko","Peac","M","1998-01-27","Senior Staff"
244266,"1959-12-22","Dung","Bail","F","1998-11-14","Senior Staff"
244275,"1958-10-09","Kwangjo","Henseler","M","1999-02-09","Engineer"
244386,"1964-08-20","Uwe","Monarch","F","1999-03-20","Assistant Engineer"
244420,"1963-02-05","Munehiro","Shiratori","M","1998-04-09","Engineer"
244422,"1954-08-05","Phillip","Parascandalo","M","1998-02-20","Engineer"
244517,"1953-04-05","Eberhardt","Decleir","F","1998-02-16","Engineer"
244576,"1953-01-17","Xinan","Chvatal","M","1998-05-28","Staff"
244593,"1961-03-06","Theirry","Versino","M","1998-03-12","Engineer"
244632,"1959-09-29","Rafail","Stamatiou","F","1998-04-06","Staff"
244659,"1958-03-28","Tuval","Swiss","F","1998-12-18","Staff"
244724,"1953-09-04","Shridhar","Merli","M","1998-08-12","Staff"
244744,"1955-10-06","Nitsan","Srimani","M","1998-10-26","Staff"
244868,"1956-05-08","Evgueni","Lundstrom","M","1998-03-20","Staff"
244928,"1956-04-06","Arve","Lindenbaum","F","1999-08-20","Engineer"
244962,"1963-08-15","Xiaoheng","Plavsic","M","1998-02-07","Staff"
245023,"1954-10-07","Mari","Mersereau","M","1998-03-24","Staff"
245029,"1963-06-27","Gennadi","Slobodova","F","1998-11-16","Senior Staff"
245067,"1959-04-05","Kasidit","Cooley","F","1998-01-31","Staff"
245075,"1961-04-27","Qiwen","Casley","F","1999-08-30","Technique Leader"
245098,"1956-02-20","Khun","Kuszyk","F","1998-07-31","Staff"
245109,"1952-09-21","Baocai","Janocha","M","1998-03-05","Senior Engineer"
245113,"1952-09-04","Goetz","Rosaz","F","1998-11-14","Engineer"
245141,"1962-08-06","Khoa","Welham","F","1999-05-02","Staff"
245146,"1962-04-13","Ronghao","Kuhnemann","M","1998-05-26","Staff"
245153,"1964-12-08","Boguslaw","Kornatzky","M","1998-06-07","Staff"
245189,"1964-07-21","Takahira","Smailagic","M","1998-07-05","Staff"
245206,"1953-12-27","Hugh","Back","F","1998-04-11","Engineer"
245230,"1958-04-20","Aamod","Schueller","M","1998-01-03","Engineer"
245303,"1961-12-29","Claude","Streng","M","1998-06-03","Engineer"
245332,"1961-06-24","Subhrajyoti","Vural","F","1999-10-17","Staff"
245393,"1961-04-03","Tze","Werthner","M","1998-02-28","Senior Engineer"
245459,"1963-08-14","Clyde","Gewali","M","1998-01-14","Technique Leader"
245492,"1954-02-27","Angus","Schlumberger","M","1998-04-01","Staff"
245544,"1959-04-10","Perla","Felcyn","M","1998-04-02","Senior Engineer"
245554,"1958-06-21","Zissis","Peak","F","1998-02-27","Technique Leader"
245628,"1964-01-01","Toshiko","Glowinski","M","1998-04-16","Staff"
245753,"1964-12-09","Prodip","Hopewell","F","1998-03-07","Engineer"
245832,"1953-04-24","Pascal","Lueh","F","1998-01-06","Staff"
245898,"1959-09-11","Aimee","Haraldson","M","1998-07-20","Senior Engineer"
245967,"1961-07-10","Morrie","Madeira","M","1998-08-09","Engineer"
246024,"1962-02-27","Mooi","Biron","M","1998-05-28","Staff"
246026,"1955-08-19","Toong","Rosay","F","1998-06-17","Assistant Engineer"
246175,"1952-05-23","Tze","Smeets","M","1999-06-21","Senior Staff"
246218,"1962-08-11","Leucio","Reeker","M","1998-11-28","Senior Engineer"
246235,"1953-09-10","Reuven","Lindqvist","M","1999-07-28","Senior Staff"
246244,"1965-01-09","George","Casperson","F","1998-06-15","Staff"
246390,"1956-02-15","Kolar","Rousseau","M","1998-10-25","Technique Leader"
246410,"1962-11-30","Filipp","Comyn","F","1998-04-27","Staff"
246441,"1962-10-07","Weiwu","Morrin","M","1998-07-26","Staff"
